Date,Open,High,Low,Close,Adj Close,Volume,Diff
2009-01-02,51.349998,54.529999,51.07,54.360001,54.360001,7296400,3.0800020000000075
2009-01-05,55.73,55.740002,53.029999,54.060001,54.060001,9509800,-0.30000000000000426
2009-01-06,54.549999,58.220001,53.75,57.360001,57.360001,11080100,3.3000000000000043
2009-01-07,56.290001,56.950001,55.349998,56.200001,56.200001,7942700,-1.1600000000000037
2009-01-08,54.990002,57.32,54.580002,57.16,57.16,6577900,0.9599989999999964
2009-01-09,56.919998,57.0,54.700001,55.509998,55.509998,6684100,-1.6500020000000006
2009-01-12,54.119999,54.299999,50.869999,51.919998,51.919998,9556300,-3.5899999999999963
2009-01-13,50.959999,53.290001,50.75,51.450001,51.450001,7883200,-0.4699969999999993
2009-01-14,50.099998,50.099998,48.139999,48.490002,48.490002,10442600,-2.9599989999999963
2009-01-15,48.560001,52.23,47.630001,51.439999,51.439999,11617300,2.9499969999999958
2009-01-16,51.799999,52.330002,49.529999,51.59,51.59,8258200,0.15000100000000316
2009-01-20,50.75,51.700001,48.27,48.439999,48.439999,6767200,-3.150001000000003
2009-01-21,49.310001,50.689999,48.25,50.540001,50.540001,5829500,2.1000020000000035
2009-01-22,49.419998,50.880001,48.259998,49.939999,49.939999,7133300,-0.6000020000000035
2009-01-23,48.900002,51.419998,48.450001,50.630001,50.630001,5793300,0.6900019999999998
2009-01-26,50.18,50.889999,48.52,49.630001,49.630001,7155700,-1.0
2009-01-27,49.299999,50.419998,47.720001,48.439999,48.439999,8738200,-1.1900019999999998
2009-01-28,49.720001,51.490002,48.970001,50.360001,50.360001,8056600,1.920002000000004
2009-01-29,49.959999,51.849998,49.139999,50.0,50.0,17966800,-0.36000100000000396
2009-01-30,57.360001,59.740002,57.240002,58.82,58.82,39783100,8.82
2009-02-02,58.57,62.0,58.130001,61.150002,61.150002,19324300,2.3300020000000004
2009-02-03,60.869999,64.199997,60.0,63.59,63.59,14694600,2.4399980000000028
2009-02-04,63.380001,63.439999,60.830002,61.060001,61.060001,13726300,-2.529999000000004
2009-02-05,61.150002,63.810001,60.630001,63.18,63.18,10169600,2.119999
2009-02-06,63.18,67.0,63.18,66.550003,66.550003,12044900,3.370003000000004
2009-02-09,66.559998,67.360001,65.379997,66.709999,66.709999,9437600,0.15999599999999248
2009-02-10,66.150002,67.230003,63.07,63.310001,63.310001,10700600,-3.3999979999999965
2009-02-11,63.099998,64.900002,62.25,64.349998,64.349998,8347300,1.0399969999999996
2009-02-12,63.25,64.25,61.709999,63.959999,63.959999,8095500,-0.3899990000000031
2009-02-13,63.970001,64.68,62.869999,63.259998,63.259998,4130900,-0.7000010000000003
2009-02-17,61.669998,62.650002,61.18,61.669998,61.669998,7126100,-1.5899999999999963
2009-02-18,62.27,62.779999,60.52,62.349998,62.349998,7366000,0.6799999999999997
2009-02-19,62.84,64.18,61.669998,61.950001,61.950001,6768900,-0.3999969999999991
2009-02-20,61.07,64.150002,60.84,63.860001,63.860001,9354500,1.910000000000004
2009-02-23,64.160004,64.910004,61.52,61.709999,61.709999,7336000,-2.150002000000008
2009-02-24,61.970001,66.099998,61.889999,65.599998,65.599998,10271400,3.889999000000003
2009-02-25,64.900002,65.75,62.82,63.709999,63.709999,9122100,-1.8899990000000033
2009-02-26,64.120003,64.730003,62.34,62.34,62.34,7275300,-1.3699989999999929
2009-02-27,61.259998,65.08000200000001,60.939999,64.790001,64.790001,11488300,2.4500010000000003
2009-03-02,63.939999,65.519997,61.509998,61.990002,61.990002,10511900,-2.799999
2009-03-03,62.75,63.290001,61.299999,61.700001,61.700001,9691600,-0.2900010000000037
2009-03-04,62.799999,65.790001,62.400002,64.809998,64.809998,11960900,3.1099969999999932
2009-03-05,64.120003,65.800003,63.599998,64.769997,64.769997,11770300,-0.04000099999998952
2009-03-06,65.199997,65.5,59.82,61.689999,61.689999,15093800,-3.079998000000004
2009-03-09,62.200001,64.029999,60.150002,60.490002,60.490002,13561400,-1.1999969999999962
2009-03-10,62.490002,65.900002,61.779999,65.709999,65.709999,15435700,5.219996999999992
2009-03-11,66.239998,69.370003,65.269997,68.540001,68.540001,13881700,2.8300020000000075
2009-03-12,68.349998,69.870003,67.25,69.58000200000001,69.58000200000001,11348900,1.0400010000000035
2009-03-13,69.639999,69.739998,67.529999,68.629997,68.629997,8903400,-0.9500050000000044
2009-03-16,68.559998,69.290001,66.68,66.980003,66.980003,9437300,-1.6499940000000066
2009-03-17,67.370003,71.709999,67.0,71.349998,71.349998,11902800,4.369995000000003
2009-03-18,70.970001,73.910004,70.129997,71.25,71.25,10401700,-0.09999799999999937
2009-03-19,71.400002,71.910004,69.239998,70.099998,70.099998,8819100,-1.1500020000000006
2009-03-20,70.389999,70.889999,69.08000200000001,69.959999,69.959999,8468100,-0.1399990000000031
2009-03-23,71.360001,75.610001,70.699997,75.58000200000002,75.58000200000002,8612400,5.620003000000012
2009-03-24,74.849998,75.0,72.309998,72.809998,72.809998,7457900,-2.7700040000000143
2009-03-25,73.089996,73.949997,69.839996,72.400002,72.400002,7895600,-0.4099959999999925
2009-03-26,73.470001,74.980003,72.639999,73.690002,73.690002,6657700,1.2900000000000065
2009-03-27,71.610001,72.290001,70.099998,70.519997,70.519997,8568800,-3.1700050000000037
2009-03-30,70.400002,71.66999799999998,69.75,71.440002,71.440002,8373100,0.9200050000000032
2009-03-31,72.610001,74.5,72.120003,73.440002,73.440002,8918200,2.0
2009-04-01,73.019997,75.089996,71.709999,73.5,73.5,7041400,0.05999799999999311
2009-04-02,73.629997,77.239998,73.440002,76.339996,76.339996,11066900,2.8399959999999997
2009-04-03,76.41999799999998,78.32,75.5,78.16999799999998,78.16999799999998,5809900,1.8300019999999928
2009-04-06,77.260002,78.360001,76.0,77.989998,77.989998,5751300,-0.1799999999999926
2009-04-07,76.970001,77.08000200000002,74.879997,75.510002,75.510002,5748800,-2.479996
2009-04-08,75.93,77.110001,74.57,76.980003,76.980003,5653000,1.4700009999999963
2009-04-09,77.510002,80.0,77.260002,79.769997,79.769997,7082300,2.7899940000000067
2009-04-13,79.839996,79.970001,77.849998,78.940002,78.940002,6212200,-0.8299949999999967
2009-04-14,78.0,79.459999,76.940002,77.220001,77.220001,6160400,-1.7200010000000103
2009-04-15,75.5,75.809998,73.510002,74.709999,74.709999,9412800,-2.510002
2009-04-16,75.33000200000002,77.480003,75.160004,77.25,77.25,7467800,2.540001000000004
2009-04-17,76.779999,78.720001,75.879997,78.050003,78.050003,7426000,0.8000030000000038
2009-04-20,78.440002,79.790001,76.83000200000002,77.57,77.57,8686900,-0.4800030000000106
2009-04-21,77.33000200000002,79.099998,77.290001,78.739998,78.739998,7162200,1.1699980000000068
2009-04-22,78.16999799999998,82.18,77.809998,79.199997,79.199997,8775500,0.4599989999999962
2009-04-23,81.33000200000002,82.059998,79.08000200000002,80.610001,80.610001,16187700,1.4100040000000007
2009-04-24,82.029999,86.68,80.730003,84.459999,84.459999,23484300,3.849998
2009-04-27,83.879997,84.980003,82.209999,83.120003,83.120003,9705900,-1.3399959999999993
2009-04-28,82.68,85.349998,82.400002,82.400002,82.400002,7924000,-0.7200009999999963
2009-04-29,82.989998,82.989998,79.260002,79.790001,79.790001,9735100,-2.610000999999997
2009-04-30,80.93,82.66999799999998,79.889999,80.519997,80.519997,8537600,0.7299959999999999
2009-05-01,80.379997,80.379997,77.849998,78.959999,78.959999,6121700,-1.559998000000007
2009-05-04,80.260002,81.349998,78.849998,79.769997,79.769997,7019300,0.8099980000000073
2009-05-05,81.010002,82.0,80.190002,81.900002,81.900002,5870300,2.1300049999999966
2009-05-06,82.879997,83.599998,79.660004,81.989998,81.989998,8604000,0.0899959999999993
2009-05-07,82.730003,82.75,77.879997,79.279999,79.279999,9632100,-2.7099989999999963
2009-05-08,79.690002,80.230003,76.309998,77.949997,77.949997,8193000,-1.3300020000000077
2009-05-11,76.800003,79.849998,76.010002,78.610001,78.610001,6872300,0.6600040000000007
2009-05-12,78.699997,78.970001,76.529999,77.93,77.93,5548700,-0.6800009999999901
2009-05-13,76.25,76.650002,74.010002,74.190002,74.190002,8770500,-3.7399980000000004
2009-05-14,73.790001,76.059998,73.309998,75.110001,75.110001,9343600,0.91999899999999
2009-05-15,74.540001,76.209999,73.41999799999998,73.599998,73.599998,8011700,-1.5100029999999975
2009-05-18,73.959999,75.959999,73.099998,75.949997,75.949997,6829100,2.349998999999997
2009-05-19,75.43,78.959999,75.120003,77.870003,77.870003,8028900,1.9200060000000008
2009-05-20,78.5,81.110001,77.41999799999998,77.970001,77.970001,7351000,0.09999799999999937
2009-05-21,76.75,77.970001,75.400002,75.959999,75.959999,5640500,-2.010002
2009-05-22,76.099998,77.040001,75.019997,75.639999,75.639999,3484700,-0.3199999999999932
2009-05-26,75.029999,78.480003,74.550003,78.389999,78.389999,6699600,2.75
2009-05-27,78.510002,79.5,76.75,77.099998,77.099998,5567100,-1.2900010000000035
2009-05-28,77.699997,79.099998,75.879997,77.650002,77.650002,4943100,0.5500040000000013
2009-05-29,77.720001,78.010002,76.400002,77.989998,77.989998,5072200,0.3399959999999993
2009-06-01,78.209999,84.800003,77.489998,83.050003,83.050003,10796500,5.060005000000004
2009-06-02,82.41999799999998,85.449997,82.099998,84.93,84.93,9397000,1.8799970000000032
2009-06-03,83.309998,85.709999,83.129997,85.68,85.68,7603400,0.75
2009-06-04,85.41999799999998,86.400002,84.57,85.519997,85.519997,5465400,-0.16000300000000325
2009-06-05,86.290001,87.949997,85.300003,87.559998,87.559998,8263500,2.040000999999989
2009-06-08,86.75,87.18,85.110001,86.360001,86.360001,5602100,-1.1999969999999962
2009-06-09,86.93,87.66999799999998,86.16999799999998,87.08000200000002,87.08000200000002,4475100,0.7200010000000105
2009-06-10,87.58000200000002,88.559998,84.83000200000002,86.589996,86.589996,6073600,-0.4900060000000082
2009-06-11,86.300003,87.489998,85.050003,85.690002,85.690002,5009700,-0.8999939999999924
2009-06-12,85.029999,85.199997,82.010002,84.08000200000002,84.08000200000002,6223000,-1.6099999999999994
2009-06-15,82.83000200000002,83.300003,81.0,83.18,83.18,5401800,-0.9000020000000006
2009-06-16,83.699997,83.949997,81.279999,82.150002,82.150002,5465800,-1.0299980000000062
2009-06-17,82.5,84.300003,80.639999,82.650002,82.650002,7785100,0.5
2009-06-18,82.809998,82.949997,81.0,81.599998,81.599998,5453100,-1.0500040000000013
2009-06-19,82.150002,83.459999,81.5,82.959999,82.959999,5438200,1.3600009999999971
2009-06-22,82.410004,82.43,78.559998,79.150002,79.150002,9744400,-3.809996999999996
2009-06-23,78.970001,79.099998,76.25,77.68,77.68,7415500,-1.4700019999999938
2009-06-24,78.0,80.529999,77.800003,79.269997,79.269997,6081400,1.5899969999999968
2009-06-25,79.099998,82.230003,79.029999,82.199997,82.199997,7360400,2.9299999999999926
2009-06-26,81.900002,84.139999,81.129997,83.879997,83.879997,8775300,1.6800000000000068
2009-06-29,83.870003,84.199997,82.410004,83.029999,83.029999,6270300,-0.8499979999999994
2009-06-30,83.620003,84.91999799999998,82.470001,83.660004,83.660004,7984800,0.630004999999997
2009-07-01,84.41999799999998,84.5,81.370003,81.599998,81.599998,6981200,-2.0600060000000013
2009-07-02,81.110001,81.370003,78.510002,79.32,79.32,7218600,-2.2799980000000057
2009-07-06,78.449997,78.889999,76.540001,78.099998,78.099998,7368800,-1.2200019999999938
2009-07-07,78.529999,78.690002,75.410004,75.629997,75.629997,6491500,-2.4700009999999963
2009-07-08,76.459999,77.93,75.699997,77.360001,77.360001,8540700,1.730003999999994
2009-07-09,78.25,78.540001,76.82,78.099998,78.099998,6359500,0.7399970000000025
2009-07-10,77.519997,78.82,76.16999799999998,77.629997,77.629997,5976100,-0.4700009999999963
2009-07-13,78.07,81.650002,78.010002,81.470001,81.470001,8050200,3.840003999999993
2009-07-14,81.480003,82.41999799999998,80.41999799999998,81.949997,81.949997,4543600,0.4799959999999999
2009-07-15,83.0,84.639999,82.779999,84.550003,84.550003,6339000,2.600006000000008
2009-07-16,84.41999799999998,86.239998,83.720001,86.110001,86.110001,5361900,1.5599979999999931
2009-07-17,85.800003,86.5,85.199997,85.849998,85.849998,5051600,-0.26000299999999754
2009-07-20,86.269997,88.879997,86.260002,88.230003,88.230003,6056600,2.380004999999997
2009-07-21,88.519997,89.010002,87.400002,89.010002,89.010002,7728600,0.7799990000000037
2009-07-22,88.650002,89.230003,87.779999,88.790001,88.790001,5329600,-0.22000099999999634
2009-07-23,89.839996,94.400002,89.589996,93.870003,93.870003,19162100,5.080001999999993
2009-07-24,87.599998,88.900002,85.5,86.489998,86.489998,19204600,-7.380004999999998
2009-07-27,86.239998,86.489998,83.559998,84.239998,84.239998,11279300,-2.25
2009-07-28,83.839996,85.639999,82.599998,84.980003,84.980003,8774900,0.7400049999999965
2009-07-29,84.470001,85.5,83.519997,84.339996,84.339996,6502900,-0.6400069999999971
2009-07-30,85.639999,87.25,85.16999799999998,86.089996,86.089996,7253200,1.75
2009-07-31,85.760002,86.75,84.620003,85.760002,85.760002,5886900,-0.32999399999999923
2009-08-03,86.559998,88.199997,86.559998,87.440002,87.440002,6663000,1.6800000000000068
2009-08-04,87.480003,87.480003,84.93,85.800003,85.800003,6177900,-1.6399990000000033
2009-08-05,85.639999,85.75,83.019997,84.290001,84.290001,7279400,-1.510002
2009-08-06,84.309998,84.839996,83.050003,84.470001,84.470001,4693000,0.1799999999999926
2009-08-07,84.099998,85.959999,84.099998,85.32,85.32,5628000,0.8499989999999968
2009-08-10,85.010002,85.470001,83.269997,84.440002,84.440002,4440600,-0.8799979999999863
2009-08-11,83.639999,84.400002,82.449997,83.559998,83.559998,5025000,-0.8800040000000138
2009-08-12,83.41999799999998,86.599998,83.379997,85.959999,85.959999,5619400,2.400001000000003
2009-08-13,85.720001,86.370003,84.07,84.599998,84.599998,5712400,-1.3600009999999971
2009-08-14,84.110001,84.16999799999998,82.779999,83.58000200000002,83.58000200000002,4924700,-1.0199959999999921
2009-08-17,81.160004,81.779999,80.25,81.059998,81.059998,6888600,-2.5200040000000143
2009-08-18,81.410004,82.690002,80.790001,82.120003,82.120003,5884400,1.060005000000004
2009-08-19,80.910004,83.0,80.489998,83.0,83.0,5170600,0.879997000000003
2009-08-20,82.980003,84.349998,82.660004,84.089996,84.089996,5375000,1.0899959999999993
2009-08-21,84.779999,85.059998,83.540001,85.0,85.0,6130700,0.9100040000000008
2009-08-24,85.16999799999998,85.589996,84.239998,84.5,84.5,4723200,-0.5
2009-08-25,84.660004,86.339996,83.949997,84.190002,84.190002,4791000,-0.3099979999999931
2009-08-26,84.099998,84.760002,83.379997,84.0,84.0,3613800,-0.1900020000000069
2009-08-27,84.010002,84.849998,83.139999,84.309998,84.309998,3997700,0.3099979999999931
2009-08-28,84.779999,84.989998,82.57,82.760002,82.760002,4620700,-1.549995999999993
2009-08-31,81.93,81.949997,80.349998,81.190002,81.190002,5263800,-1.5699999999999932
2009-09-01,80.739998,82.41999799999998,79.0,79.160004,79.160004,6245800,-2.0299980000000057
2009-09-02,79.040001,80.150002,77.800003,78.139999,78.139999,6512700,-1.0200049999999976
2009-09-03,78.389999,78.959999,77.510002,78.459999,78.459999,4140200,0.3199999999999932
2009-09-04,78.269997,79.779999,77.629997,78.870003,78.870003,4671500,0.4100040000000007
2009-09-08,79.860001,81.040001,78.870003,80.900002,80.900002,7037600,2.029999000000004
2009-09-09,80.599998,82.629997,80.5,82.239998,82.239998,6776200,1.3399959999999993
2009-09-10,82.33000200000002,84.07,82.300003,83.849998,83.849998,7023100,1.6099999999999994
2009-09-11,84.440002,84.900002,83.760002,84.540001,84.540001,6006900,0.6900030000000044
2009-09-14,83.809998,84.57,83.459999,83.860001,83.860001,3572000,-0.6800000000000068
2009-09-15,84.16999799999998,84.410004,82.790001,83.550003,83.550003,4446800,-0.3099979999999931
2009-09-16,85.910004,90.980003,85.900002,90.699997,90.699997,13114300,7.1499939999999915
2009-09-17,90.75,91.190002,89.0,90.440002,90.440002,7872700,-0.2599949999999893
2009-09-18,90.739998,91.0,89.470001,90.279999,90.279999,6769500,-0.16000300000000325
2009-09-21,89.690002,90.760002,88.480003,90.559998,90.559998,4209300,0.27999899999998945
2009-09-22,91.459999,94.190002,91.099998,93.75,93.75,8264900,3.1900020000000064
2009-09-23,92.82,94.5,92.220001,92.379997,92.379997,5685300,-1.370002999999997
2009-09-24,92.0,92.709999,90.769997,92.110001,92.110001,5075100,-0.2699960000000061
2009-09-25,91.440002,92.25,89.75,90.519997,90.519997,4256800,-1.590003999999993
2009-09-28,91.040001,92.809998,90.599998,92.209999,92.209999,3508000,1.690001999999993
2009-09-29,91.959999,92.330002,90.099998,91.720001,91.720001,4393900,-0.4899979999999999
2009-09-30,92.260002,94.169998,91.43,93.360001,93.360001,8539200,1.6400000000000006
2009-10-01,92.5,92.900002,90.370003,91.040001,91.040001,6645100,-2.319999999999993
2009-10-02,90.050003,91.139999,89.58000200000002,89.849998,89.849998,5039400,-1.1900030000000044
2009-10-05,90.25,90.93,88.269997,88.66999799999998,88.66999799999998,7028500,-1.1800000000000068
2009-10-06,89.33000200000002,91.080002,88.400002,90.910004,90.910004,6963700,2.240006000000008
2009-10-07,91.5,94.480003,91.150002,93.970001,93.970001,7445100,3.059996999999996
2009-10-08,94.800003,96.720001,94.230003,95.220001,95.220001,9674300,1.25
2009-10-09,95.0,95.949997,94.260002,95.709999,95.709999,4694000,0.4899979999999999
2009-10-12,96.169998,96.25,93.07,93.599998,93.599998,5591400,-2.110000999999997
2009-10-13,93.830002,95.25,93.68,94.830002,94.830002,4720000,1.230004000000008
2009-10-14,96.220001,97.82,96.019997,97.459999,97.459999,5556800,2.6299969999999893
2009-10-15,95.129997,97.059998,95.080002,96.010002,96.010002,6242100,-1.4499969999999962
2009-10-16,95.300003,96.120003,93.610001,95.32,95.32,7038400,-0.6900020000000069
2009-10-19,95.349998,96.279999,94.25,94.68,94.68,6017400,-0.6399999999999864
2009-10-20,95.910004,96.099998,94.269997,94.980003,94.980003,7777600,0.3000029999999896
2009-10-21,95.269997,96.629997,92.910004,93.419998,93.419998,7761200,-1.560005000000004
2009-10-22,93.660004,94.099998,91.699997,93.449997,93.449997,16518500,0.02999900000000366
2009-10-23,111.050003,119.650002,110.620003,118.489998,118.489998,58305800,25.040001000000004
2009-10-26,119.209999,125.68,118.489998,124.639999,124.639999,32271200,6.150001000000002
2009-10-27,122.93,124.260002,119.419998,122.07,122.07,20304200,-2.56999900000001
2009-10-28,121.57,125.120003,120.760002,121.639999,121.639999,16887700,-0.4300009999999901
2009-10-29,123.900002,124.300003,120.120003,122.580002,122.580002,12821800,0.9400030000000044
2009-10-30,121.970001,122.900002,118.209999,118.809998,118.809998,13312200,-3.7700040000000143
2009-11-02,118.660004,119.5,116.709999,118.839996,118.839996,11280000,0.029998000000006183
2009-11-03,117.669998,118.879997,116.629997,118.370003,118.370003,9478500,-0.4699930000000023
2009-11-04,119.0,119.25,116.760002,117.099998,117.099998,7617500,-1.2700049999999976
2009-11-05,117.459999,120.949997,116.25,120.610001,120.610001,9086800,3.510002999999997
2009-11-06,123.0,126.980003,122.669998,126.199997,126.199997,13226000,5.589995999999998
2009-11-09,127.110001,128.320007,125.589996,126.669998,126.669998,8624200,0.4700009999999963
2009-11-10,126.800003,130.610001,126.0,130.149994,130.149994,10529300,3.479996
2009-11-11,131.080002,131.309998,128.330002,129.910004,129.910004,7434200,-0.2399899999999775
2009-11-12,129.979996,132.149994,129.979996,130.529999,130.529999,7210100,0.6199949999999887
2009-11-13,131.160004,132.990005,129.75,132.970001,132.970001,7376800,2.4400019999999927
2009-11-16,132.119995,134.559998,130.979996,131.589996,131.589996,9018300,-1.3800050000000113
2009-11-17,131.399994,131.850006,129.320007,131.25,131.25,7748000,-0.3399959999999851
2009-11-18,130.899994,131.410004,129.529999,131.28999299999998,131.28999299999998,5213500,0.039992999999981294
2009-11-19,130.53999299999998,130.53999299999998,128.479996,128.990005,128.990005,5998200,-2.299987999999985
2009-11-20,127.760002,129.990005,127.410004,129.660004,129.660004,6652600,0.6699990000000184
2009-11-23,131.050003,133.0,131.0,133.0,133.0,6878100,3.339995999999985
2009-11-24,133.570007,134.330002,132.220001,132.940002,132.940002,7319700,-0.05999800000000732
2009-11-25,133.309998,134.199997,132.399994,134.029999,134.029999,5071200,1.089997000000011
2009-11-27,130.300003,133.0,129.880005,131.740005,131.740005,4422600,-2.2899940000000067
2009-11-30,132.190002,136.080002,132.160004,135.910004,135.910004,10119500,4.1699990000000176
2009-12-01,136.940002,139.350006,135.75,138.5,138.5,9657600,2.5899959999999846
2009-12-02,139.149994,142.669998,138.96000700000002,142.25,142.25,11798000,3.75
2009-12-03,143.619995,145.910004,140.770004,141.169998,141.169998,16523500,-1.0800020000000077
2009-12-04,143.419998,143.449997,135.110001,137.580002,137.580002,14827400,-3.589995999999985
2009-12-07,138.0,139.0,133.839996,134.21000700000002,134.21000700000002,7837000,-3.3699949999999887
2009-12-08,134.300003,136.080002,132.869995,134.110001,134.110001,8002800,-0.1000060000000076
2009-12-09,134.600006,134.71000700000002,129.820007,131.309998,131.309998,12632900,-2.8000030000000042
2009-12-10,132.410004,136.190002,132.399994,135.380005,135.380005,11343600,4.070007000000004
2009-12-11,136.070007,136.28999299999998,133.199997,134.149994,134.149994,8046700,-1.2300110000000188
2009-12-14,132.5,132.610001,129.350006,131.380005,131.380005,10022900,-2.7699889999999807
2009-12-15,130.759995,132.46000700000002,129.589996,130.229996,130.229996,7428800,-1.1500090000000114
2009-12-16,130.929993,131.449997,127.650002,128.360001,128.360001,10261300,-1.8699949999999887
2009-12-17,129.360001,130.080002,126.900002,126.910004,126.910004,8476500,-1.4499970000000104
2009-12-18,127.910004,128.78999299999998,125.650002,128.479996,128.479996,9605400,1.5699919999999992
2009-12-21,130.479996,133.199997,130.190002,132.78999299999998,132.78999299999998,9473600,4.309996999999981
2009-12-22,133.759995,135.990005,132.649994,133.75,133.75,8257500,0.9600070000000188
2009-12-23,134.800003,139.050003,134.350006,138.940002,138.940002,9546100,5.190001999999994
2009-12-24,139.199997,139.699997,137.53999299999998,138.470001,138.470001,5128800,-0.4700009999999963
2009-12-28,139.75,141.979996,138.529999,139.309998,139.309998,8763900,0.839997000000011
2009-12-29,141.28999299999995,142.580002,138.550003,139.410004,139.410004,8400600,0.1000060000000076
2009-12-30,138.399994,138.399994,135.279999,136.490005,136.490005,6913200,-2.9199990000000184
2009-12-31,137.089996,137.279999,134.520004,134.520004,134.520004,4523000,-1.9700009999999963
2010-01-04,136.25,136.610001,133.139999,133.899994,133.899994,7599900,-0.6200100000000077
2010-01-05,133.429993,135.479996,131.809998,134.690002,134.690002,8851900,0.7900080000000003
2010-01-06,134.600006,134.729996,131.649994,132.25,132.25,7178800,-2.4400019999999927
2010-01-07,132.009995,132.320007,128.800003,130.0,130.0,11030200,-2.25
2010-01-08,130.559998,133.679993,129.029999,133.520004,133.520004,9830500,3.520004
2010-01-11,132.619995,132.800003,129.21000700000002,130.309998,130.309998,8779400,-3.2100059999999933
2010-01-12,128.990005,129.820007,126.550003,127.349998,127.349998,9096300,-2.9600000000000084
