Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,Lagged_Return
2015-01-21,48.02,48.02,48.02,48.02,0.52,48.02,91.0,7393.0,-2.423993426458504
2015-01-22,47.51,47.51,47.51,47.51,0.51,47.51,0.0,7371.0,1.0947368421052595
2015-01-23,47.29,47.29,47.29,47.29,0.22,47.29,44.0,7371.0,-1.0620574760516588
2015-01-26,47.18,47.18,47.18,47.18,0.11,47.18,16.0,7371.0,-0.4630604083350809
2015-01-27,47.4,47.4,47.4,47.4,0.22,47.4,15.0,7371.0,-0.2326073165574094
2015-01-29,47.14,47.14,47.14,47.14,0.01,47.14,0.0,7371.0,0.4662992793556642
2015-01-30,48.44,48.44,48.44,48.44,3.71,48.44,264.0,11019.0,-0.5485232067510504
2015-02-02,49.8,49.8,49.8,49.8,1.36,49.8,1640.0,11209.0,2.7577428935086967
2015-02-03,53.08,53.08,53.08,53.08,3.28,53.08,25.0,11671.0,2.807597027250197
2015-02-04,48.97,48.97,48.97,48.97,4.11,48.97,4740.0,11671.0,6.586345381526115
2015-02-05,50.68,50.68,50.68,50.68,1.71,50.68,100.0,12499.0,-7.743029389600597
2015-02-06,51.63,51.63,51.63,51.63,0.95,51.63,115.0,12499.0,3.491933837043093
2015-02-09,52.49,52.49,52.49,52.49,0.86,52.49,20.0,12484.0,1.8745067087608591
2015-02-10,50.57,50.57,50.57,50.57,1.92,50.57,0.0,12464.0,1.6656982374588347
2015-02-11,49.84,49.84,49.84,49.84,0.73,49.84,5.0,12464.0,-3.6578395884930504
2015-02-12,51.21,51.21,51.21,51.21,1.37,51.21,50.0,12464.0,-1.4435436029266335
2015-02-13,52.02,52.02,52.02,52.02,0.81,52.02,16.0,12439.0,2.7487961476725387
2015-02-17,52.34,52.34,52.34,52.34,0.32,52.34,0.0,12439.0,1.5817223198594021
2015-02-18,51.74,51.74,51.74,51.74,0.6,51.74,169.0,12439.0,0.6151480199923176
2015-02-19,51.37,51.37,51.37,51.37,0.37,51.37,47.0,12594.0,-1.1463507833397002
2015-02-20,51.06,51.06,51.06,51.06,0.31,51.06,0.0,12564.0,-0.7151140316969506
2015-02-23,50.7,50.7,50.7,50.7,0.36,50.7,0.0,12564.0,-0.6034650574264999
2015-02-24,50.67,50.67,50.67,50.67,0.03,50.67,0.0,12564.0,-0.7050528789659172
2015-02-25,50.94,50.94,50.94,50.94,0.27,50.94,125.0,12564.0,-0.059171597633134176
2015-02-26,50.64,50.64,50.64,50.64,0.3,50.64,0.0,12564.0,0.5328596802841812
2015-02-27,50.52,50.52,50.52,50.52,1.64,50.52,616.0,10193.0,-0.5889281507655997
2015-03-02,50.2,50.2,50.2,50.2,0.32,50.2,723.0,10197.0,-0.23696682464454666
2015-03-03,51.11,51.11,51.11,51.11,0.91,51.11,198.0,10561.0,-0.6334125098970689
2015-03-04,51.94,51.94,51.94,51.94,0.83,51.94,547.0,10594.0,1.8127490039840488
2015-03-05,51.3,51.3,51.3,51.3,0.64,51.3,6.0,10169.0,1.6239483467031857
2015-03-06,50.38,50.38,50.38,50.38,0.92,50.38,72.0,10169.0,-1.2321909896033878
2015-03-09,50.62,50.62,50.62,50.62,0.24,50.62,0.0,10232.0,-1.7933723196881024
2015-03-10,49.41,49.41,49.41,49.41,1.21,49.41,9.0,10232.0,0.4763795156808248
2015-03-11,49.35,49.35,49.35,49.35,0.06,49.35,63.0,10232.0,-2.390359541683129
2015-03-12,48.72,48.72,48.72,48.72,0.63,48.72,0.0,10295.0,-0.12143290831814202
2015-03-13,47.45,47.45,47.45,47.45,1.27,47.45,300.0,10295.0,-1.276595744680853
2015-03-16,46.94,46.94,46.94,46.94,0.51,46.94,0.0,10280.0,-2.606732348111651
2015-03-17,46.56,46.56,46.56,46.56,0.38,46.56,0.0,10280.0,-1.074815595363554
2015-03-18,47.19,47.19,47.19,47.19,0.63,47.19,266.0,10280.0,-0.8095440988495906
2015-03-19,46.77,46.77,46.77,46.77,0.42,46.77,10.0,10240.0,1.3530927835051498
2015-03-20,47.18,47.18,47.18,47.18,0.41,47.18,50.0,10230.0,-0.8900190718372447
2015-03-23,47.46,47.46,47.46,47.46,0.28,47.46,40.0,10205.0,0.8766303185802737
2015-03-24,47.48,47.48,47.48,47.48,0.02,47.48,400.0,10185.0,0.5934718100890191
2015-03-25,47.87,47.87,47.87,47.87,0.39,47.87,30.0,10136.0,0.04214075010533502
2015-03-26,48.27,48.27,48.27,48.27,0.4,48.27,242.0,10136.0,0.8213984835720334
2015-03-27,47.92,47.92,47.92,47.92,0.35,47.92,0.0,10378.0,0.8355964069354682
2015-03-30,47.9,47.9,47.9,47.9,0.02,47.9,0.0,10378.0,-0.725088046405642
2015-03-31,47.85,47.85,47.85,47.85,0.05,47.85,0.0,10378.0,-0.04173622704508606
2015-04-01,50.64,50.64,50.64,50.64,2.46,50.64,389.0,9515.0,-0.10438413361169019
2015-04-02,49.67,49.67,49.67,49.67,0.97,49.67,0.0,9596.0,5.830721003134798
2015-04-06,52.38,52.38,52.38,52.38,2.71,52.38,9.0,9596.0,-1.915481832543442
2015-04-07,53.89,53.89,53.89,53.89,1.51,53.89,120.0,9605.0,5.456009663780947
2015-04-08,51.08,51.08,51.08,51.08,2.81,51.08,131.0,9605.0,2.882779686903403
2015-04-09,51.44,51.44,51.44,51.44,0.36,51.44,179.0,9636.0,-5.214325477825199
2015-04-10,52.11,52.11,52.11,52.11,0.67,52.11,8.0,9735.0,0.7047768206734473
2015-04-13,52.27,52.27,52.27,52.27,0.16,52.27,139.0,9743.0,1.3024883359253447
2015-04-14,53.04,53.04,53.04,53.04,0.77,53.04,122.0,9604.0,0.30704279408944046
2015-04-15,54.72,54.72,54.72,54.72,1.68,54.72,30.0,9574.0,1.4731203367132073
2015-04-16,54.92,54.92,54.92,54.92,0.2,54.92,25.0,9559.0,3.1674208144796268
2015-04-17,54.52,54.52,54.52,54.52,0.4,54.52,30.0,9578.0,0.3654970760234022
2015-04-20,54.77,54.77,54.77,54.77,0.25,54.77,87.0,9578.0,-0.728332119446462
2015-04-21,54.29,54.29,54.29,54.29,0.48,54.29,0.0,9636.0,0.4585473220836356
2015-04-22,54.14,54.14,54.14,54.14,0.15,54.14,0.0,9636.0,-0.8763921855030166
2015-04-23,54.59,54.59,54.59,54.59,0.45,54.59,14.0,9636.0,-0.2762939767913086
2015-04-24,54.45,54.45,54.45,54.45,0.14,54.45,0.0,9650.0,0.8311784263021815
2015-04-27,54.42,54.42,54.42,54.42,0.03,54.42,12.0,9650.0,-0.2564572265982834
2015-04-28,54.43,54.43,54.43,54.43,0.01,54.43,6.0,9662.0,-0.055096418732780705
2015-04-29,54.58,54.58,54.58,54.58,0.15,54.58,627.0,9662.0,0.018375597206898853
2015-04-30,60.01,60.01,60.01,60.01,0.98,60.01,829.0,8899.0,0.2755833180231537
2015-05-01,59.57,59.57,59.57,59.57,0.44,59.57,257.0,9507.0,9.948699157200448
2015-05-04,59.37,59.37,59.37,59.37,0.2,59.37,31.0,9507.0,-0.7332111314780843
2015-05-05,60.65,60.65,60.65,60.65,1.28,60.65,98.0,9538.0,-0.3357394661742563
2015-05-06,61.09,61.09,61.09,61.09,0.44,61.09,0.0,9470.0,2.155971029139292
2015-05-07,59.47,59.47,59.47,59.47,1.62,59.47,172.0,9470.0,0.7254740313273
2015-05-08,59.8,59.8,59.8,59.8,0.33,59.8,0.0,9498.0,-2.6518251759698908
2015-05-11,59.73,59.73,59.73,59.73,0.07,59.73,0.0,9498.0,0.5549016310744781
2015-05-12,60.68,60.68,60.68,60.68,0.95,60.68,6.0,9498.0,-0.117056856187292
2015-05-13,60.53,60.53,60.53,60.53,0.15,60.53,243.0,9492.0,1.5904905407667869
2015-05-14,60.18,60.18,60.18,60.18,0.35,60.18,6.0,9279.0,-0.24719841793012787
2015-05-15,60.05,60.05,60.05,60.05,0.13,60.05,0.0,9285.0,-0.5782256732198898
2015-05-18,59.92,59.92,59.92,59.92,0.13,59.92,0.0,9285.0,-0.21601861083416773
2015-05-19,59.02,59.02,59.02,59.02,0.9,59.02,0.0,9285.0,-0.21648626144878946
2015-05-20,59.37,59.37,59.37,59.37,0.35,59.37,0.0,9285.0,-1.502002670226965
2015-05-21,59.89,59.89,59.89,59.89,0.52,59.89,50.0,9285.0,0.5930193154862762
2015-05-22,59.64,59.64,59.64,59.64,0.25,59.64,0.0,9260.0,0.8758632305878367
2015-05-26,59.3,59.3,59.3,59.3,0.34,59.3,0.0,9260.0,-0.41743195859075266
2015-05-27,59.22,59.22,59.22,59.22,0.08,59.22,0.0,9260.0,-0.5700871898055015
2015-05-28,59.24,59.24,59.24,59.24,0.02,59.24,0.0,9260.0,-0.13490725126474867
2015-05-29,60.38,60.38,60.38,60.38,2.61,60.38,270.0,11260.0,0.033772374197904576
2015-06-01,60.28,60.28,60.28,60.28,0.1,60.28,451.0,11245.0,1.924375422012159
2015-06-02,61.28,61.28,61.28,61.28,1.0,61.28,130.0,11023.0,-0.1656177542232573
2015-06-03,59.82,59.82,59.82,59.82,1.46,59.82,321.0,11053.0,1.658925016589241
2015-06-04,58.42,58.42,58.42,58.42,1.4,58.42,40.0,11257.0,-2.3825065274151402
2015-06-05,59.36,59.36,59.36,59.36,0.94,59.36,0.0,11297.0,-2.3403543965229034
2015-06-08,58.61,58.61,58.61,58.61,0.75,58.61,208.0,11297.0,1.6090380006847038
2015-06-09,60.07,60.07,60.07,60.07,1.46,60.07,73.0,11089.0,-1.2634770889487834
2015-06-10,60.92,60.92,60.92,60.92,0.85,60.92,101.0,11041.0,2.4910424842177203
2015-06-11,60.52,60.52,60.52,60.52,0.4,60.52,182.0,10940.0,1.4150158148826364
2015-06-12,60.04,60.04,60.04,60.04,0.48,60.04,0.0,10758.0,-0.6565988181221227
2015-06-15,59.81,59.81,59.81,59.81,0.23,59.81,63.0,10758.0,-0.793126239259756
2015-06-16,60.03,60.03,60.03,60.03,0.22,60.03,145.0,10783.0,-0.383077948034638
2015-06-17,59.99,59.99,59.99,59.99,0.04,59.99,0.0,10758.0,0.36783146630998687
2015-06-18,60.2,60.2,60.2,60.2,0.21,60.2,0.0,10758.0,-0.06663334999167381
2015-06-19,59.89,59.89,59.89,59.89,0.31,59.89,5.0,10758.0,0.3500583430571691
2015-06-22,60.0,60.0,60.0,60.0,0.11,60.0,6.0,10758.0,-0.5149501661129596
2015-06-23,60.18,60.18,60.18,60.18,0.18,60.18,40.0,10764.0,0.18367006177992806
2015-06-24,60.01,60.01,60.01,60.01,0.17,60.01,38.0,10744.0,0.29999999999998916
2015-06-25,59.9,59.9,59.9,59.9,0.11,59.9,0.0,10706.0,-0.28248587570621764
2015-06-29,59.78,59.78,59.78,59.78,0.12,59.78,0.0,10706.0,0.0
2015-06-30,59.6,59.6,59.6,59.6,1.14,59.6,841.0,10792.0,-0.20033388981635092
2015-07-01,57.11,57.11,57.11,57.11,2.49,57.11,126.0,10057.0,-0.30110404817664804
2015-07-02,57.07,57.07,57.07,57.07,0.04,57.07,21.0,9960.0,-4.177852348993294
2015-07-06,53.04,53.04,53.04,53.04,4.03,53.04,0.0,9941.0,-0.07004027315706818
2015-07-07,52.9,52.9,52.9,52.9,0.14,52.9,76.0,9941.0,-7.061503416856496
2015-07-08,52.36,52.36,52.36,52.36,0.54,52.36,0.0,9866.0,-0.2639517345399689
2015-07-09,53.24,53.24,53.24,53.24,0.88,53.24,88.0,9867.0,-1.0207939508506625
2015-07-10,53.22,53.22,53.22,53.22,0.02,53.22,100.0,9804.0,1.680672268907557
2015-07-13,52.86,52.86,52.86,52.86,0.36,52.86,0.0,9704.0,-0.03756574004508684
2015-07-14,53.37,53.37,53.37,53.37,0.51,53.37,225.0,9704.0,-0.6764374295377684
2015-07-15,52.39,52.39,52.39,52.39,0.98,52.39,0.0,9479.0,0.9648127128263351
2015-07-16,52.1,52.1,52.1,52.1,0.29,52.1,75.0,9479.0,-1.8362375866591618
2015-07-17,52.08,52.08,52.08,52.08,0.02,52.08,52.0,9554.0,-0.5535407520519176
2015-07-20,51.74,51.74,51.74,51.74,0.34,51.74,0.0,9502.0,-0.03838771593090984
2015-07-21,51.9,51.9,51.9,51.9,0.16,51.9,50.0,9502.0,-0.6528417818740362
2015-07-22,51.29,51.29,51.29,51.29,0.61,51.29,0.0,9477.0,0.30923850019326515
2015-07-23,51.06,51.06,51.06,51.06,0.23,51.06,0.0,9477.0,-1.1753371868978846
2015-07-24,50.97,50.97,50.97,50.97,0.09,50.97,0.0,9477.0,-0.4484304932735328
2015-07-27,50.8,50.8,50.8,50.8,0.17,50.8,0.0,9477.0,-0.1762632197414904
2015-07-28,50.91,50.91,50.91,50.91,0.11,50.91,16.0,9477.0,-0.3335295271728489
2015-07-29,51.02,51.02,51.02,51.02,0.11,51.02,20.0,9493.0,0.21653543307087464
2015-07-30,50.99,50.99,50.99,50.99,0.03,50.99,0.0,9493.0,0.2160675702219672
2015-07-31,47.26,47.26,47.26,47.26,1.39,47.26,645.0,8703.0,-0.05880047040376368
2015-08-03,45.3,45.3,45.3,45.3,1.96,45.3,150.0,8167.0,-7.31515983526182
2015-08-04,45.84,45.84,45.84,45.84,0.54,45.84,0.0,8017.0,-4.147270418958948
2015-08-05,45.31,45.31,45.31,45.31,0.53,45.31,0.0,8017.0,1.1920529801324742
2015-08-06,44.9,44.9,44.9,44.9,0.41,44.9,136.0,8017.0,-1.1561954624781823
2015-08-07,44.28,44.28,44.28,44.28,0.62,44.28,185.0,8016.0,-0.9048775104833484
2015-08-10,45.18,45.18,45.18,45.18,0.9,45.18,122.0,7831.0,-1.3808463251670289
2015-08-11,43.87,43.87,43.87,43.87,1.31,43.87,0.0,7831.0,2.0325203252032464
2015-08-12,43.99,43.99,43.99,43.99,0.12,43.99,157.0,7831.0,-2.8995130588756135
2015-08-13,43.34,43.34,43.34,43.34,0.65,43.34,0.0,7831.0,0.27353544563484267
2015-08-14,43.45,43.45,43.45,43.45,0.11,43.45,0.0,7831.0,-1.4776085473971357
2015-08-17,43.1,43.1,43.1,43.1,0.35,43.1,0.0,7831.0,0.2538071065989911
2015-08-18,43.44,43.44,43.44,43.44,0.34,43.44,0.0,7831.0,-0.8055235903337232
2015-08-19,42.65,42.65,42.65,42.65,0.79,42.65,12.0,7831.0,0.7888631090487097
2015-08-20,42.68,42.68,42.68,42.68,0.03,42.68,13.0,7829.0,-1.8186003683241192
2015-08-21,42.39,42.39,42.39,42.39,0.29,42.39,0.0,7829.0,0.07033997655334634
2015-08-24,41.76,41.76,41.76,41.76,0.63,41.76,0.0,7829.0,-0.6794751640112451
2015-08-25,42.02,42.02,42.02,42.02,0.26,42.02,30.0,7829.0,-1.4861995753715607
2015-08-26,41.88,41.88,41.88,41.88,0.14,41.88,0.0,7829.0,0.6226053639846851
2015-08-27,42.45,42.45,42.45,42.45,0.57,42.45,34.0,7829.0,-0.33317467872441275
2015-08-28,42.7,42.7,42.7,42.7,0.25,42.7,0.0,7829.0,1.3610315186246336
2015-08-31,49.41,49.41,49.41,49.41,3.97,49.41,753.0,8439.0,0.5889281507656108
2015-09-01,45.58,45.58,45.58,45.58,3.83,45.58,907.0,8306.0,15.714285714285703
2015-09-02,46.38,46.38,46.38,46.38,0.8,46.38,448.0,9034.0,-7.751467314308846
2015-09-03,46.83,46.83,46.83,46.83,0.45,46.83,20.0,9367.0,1.7551557700746123
2015-09-04,46.23,46.23,46.23,46.23,0.6,46.23,160.0,9387.0,0.9702457956015431
2015-09-08,46.16,46.16,46.16,46.16,0.07,46.16,2.0,9372.0,-1.2812299807815508
2015-09-09,44.8,44.8,44.8,44.8,1.36,44.8,0.0,9372.0,-0.151416828898987
2015-09-10,46.02,46.02,46.02,46.02,1.22,46.02,381.0,9372.0,-2.9462738301559765
2015-09-11,45.17,45.17,45.17,45.17,0.85,45.17,0.0,9372.0,2.7232142857142927
2015-09-14,44.75,44.75,44.75,44.75,0.42,44.75,228.0,9372.0,-1.8470230334637128
2015-09-15,45.08,45.08,45.08,45.08,0.33,45.08,0.0,9372.0,-0.9298206774407847
2015-09-16,46.4,46.4,46.4,46.4,1.32,46.4,69.0,9372.0,0.7374301675977524
2015-09-17,46.27,46.27,46.27,46.27,0.13,46.27,0.0,9372.0,2.928127772848277
2015-09-18,45.33,45.33,45.33,45.33,0.94,45.33,30.0,9372.0,-0.28017241379308944
2015-09-21,46.07,46.07,46.07,46.07,0.74,46.07,0.0,9342.0,-2.03155392262806
2015-09-22,45.86,45.86,45.86,45.86,0.21,45.86,150.0,9342.0,1.6324729759541245
2015-09-23,45.32,45.32,45.32,45.32,0.54,45.32,0.0,9342.0,-0.4558280876926446
2015-09-24,45.43,45.43,45.43,45.43,0.11,45.43,0.0,9342.0,-1.1774967291757532
2015-09-25,45.58,45.58,45.58,45.58,0.15,45.58,60.0,9342.0,0.24271844660193054
2015-09-28,45.4,45.4,45.4,45.4,0.18,45.4,0.0,9342.0,0.3301782962799926
2015-09-29,45.47,45.47,45.47,45.47,0.07,45.47,6.0,9342.0,-0.39491004826678333
2015-09-30,45.26,45.26,45.26,45.26,0.12,45.26,875.0,10006.0,0.1541850220264429
2015-10-01,44.91,44.91,44.91,44.91,0.35,44.91,213.0,9131.0,-0.46184297338904834
2015-10-02,45.67,45.67,45.67,45.67,0.76,45.67,163.0,9083.0,-0.773309765797614
2015-10-05,46.34,46.34,46.34,46.34,0.67,46.34,0.0,8920.0,1.6922734357604163
2015-10-06,48.3,48.3,48.3,48.3,1.96,48.3,88.0,8920.0,1.4670462010072383
2015-10-07,47.74,47.74,47.74,47.74,0.56,47.74,100.0,8854.0,4.229607250755274
2015-10-08,48.99,48.99,48.99,48.99,1.25,48.99,10.0,8754.0,-1.159420289855062
2015-10-09,49.11,49.11,49.11,49.11,0.12,49.11,10.0,8764.0,2.6183493925429513
2015-10-12,47.39,47.39,47.39,47.39,1.72,47.39,0.0,8754.0,0.24494794856093627
2015-10-13,47.1,47.1,47.1,47.1,0.29,47.1,42.0,8754.0,-3.5023416819385034
2015-10-15,46.95,46.95,46.95,46.95,0.15,46.95,22.0,8772.0,0.0
2015-10-16,47.38,47.38,47.38,47.38,0.43,47.38,10.0,8752.0,-0.31847133757961776
2015-10-19,46.73,46.73,46.73,46.73,0.65,46.73,0.0,8762.0,0.9158679446219287
2015-10-20,46.72,46.72,46.72,46.72,0.01,46.72,0.0,8762.0,-1.3718868720979382
2015-10-21,46.32,46.32,46.32,46.32,0.4,46.32,0.0,8762.0,-0.02139952921035304
2015-10-22,46.38,46.38,46.38,46.38,0.06,46.38,0.0,8762.0,-0.8561643835616417
2015-10-23,46.16,46.16,46.16,46.16,0.22,46.16,63.0,8762.0,0.12953367875647714
2015-10-26,46.02,46.02,46.02,46.02,0.14,46.02,0.0,8699.0,-0.47434238896076897
2015-10-27,45.88,45.88,45.88,45.88,0.14,45.88,0.0,8699.0,-0.3032928942807489
2015-10-28,46.25,46.25,46.25,46.25,0.37,46.25,54.0,8699.0,-0.3042155584528472
2015-10-29,46.27,46.27,46.27,46.27,0.02,46.27,9.0,8645.0,0.8064516129032251
2015-10-30,46.81,46.81,46.81,46.81,0.54,46.81,1318.0,8643.0,0.04324324324325168
2015-11-02,46.37,46.37,46.37,46.37,0.44,46.37,450.0,8238.0,1.1670628917225034
2015-11-03,48.04,48.04,48.04,48.04,1.67,48.04,0.0,8082.0,-0.9399700918607201
2015-11-04,46.61,46.61,46.61,46.61,1.43,46.61,152.0,8082.0,3.6014664653871042
2015-11-05,45.7,45.7,45.7,45.7,0.91,45.7,12.0,8082.0,-2.9766860949208995
2015-11-06,45.01,45.01,45.01,45.01,0.69,45.01,77.0,8082.0,-1.9523707358935827
2015-11-09,44.71,44.71,44.71,44.71,0.3,44.71,20.0,8082.0,-1.5098468271334875
2015-11-10,44.94,44.94,44.94,44.94,0.23,44.94,920.0,8082.0,-0.6665185514330041
2015-11-11,44.12,44.12,44.12,44.12,0.82,44.12,32.0,7802.0,0.5144263028405316
2015-11-12,43.41,43.41,43.41,43.41,0.71,43.41,20.0,7802.0,-1.8246550956831364
2015-11-13,42.85,42.85,42.85,42.85,0.56,42.85,0.0,7782.0,-1.6092475067996381
2015-11-16,43.3,43.3,43.3,43.3,0.45,43.3,206.0,7782.0,-1.2900253397834516
2015-11-17,42.82,42.82,42.82,42.82,0.48,42.82,16.0,7782.0,1.0501750291715295
2015-11-18,42.89,42.89,42.89,42.89,0.07,42.89,0.0,7782.0,-1.1085450346420278
2015-11-19,42.81,42.81,42.81,42.81,0.08,42.81,0.0,7782.0,0.16347501167679468
2015-11-20,42.85,42.85,42.85,42.85,0.04,42.85,0.0,7782.0,-0.18652366519001928
2015-11-23,42.81,42.81,42.81,42.81,0.04,42.81,40.0,7782.0,0.09343611305769883
2015-11-24,43.03,43.03,43.03,43.03,0.22,43.03,56.0,7782.0,-0.09334889148191472
2015-11-25,43.06,43.06,43.06,43.06,0.03,43.06,0.0,7782.0,0.5138986218173214
2015-11-27,42.93,42.93,42.93,42.93,0.13,42.93,0.0,7782.0,0.06971880083663784
2015-11-30,42.07,42.07,42.07,42.07,0.07,42.07,245.0,12444.0,-0.3019043195541138
2015-12-01,42.26,42.26,42.26,42.26,0.19,42.26,70.0,12317.0,-2.003261122757982
2015-12-02,40.49,40.49,40.49,40.49,1.77,40.49,210.0,12347.0,0.45162823864985935
2015-12-03,41.52,41.52,41.52,41.52,1.03,41.52,274.0,12137.0,-4.1883577851396065
2015-12-04,40.56,40.56,40.56,40.56,0.96,40.56,253.0,11873.0,2.5438379846875803
2015-12-07,38.73,38.73,38.73,38.73,1.83,38.73,151.0,11620.0,-2.3121387283236983
2015-12-08,38.58,38.58,38.58,38.58,0.15,38.58,47.0,11491.0,-4.511834319526642
2015-12-09,38.34,38.34,38.34,38.34,0.24,38.34,88.0,11474.0,-0.3872966692486379
2015-12-10,38.1,38.1,38.1,38.1,0.24,38.1,125.0,11562.0,-0.6220839813374623
2015-12-11,37.36,37.36,37.36,37.36,0.74,37.36,0.0,11447.0,-0.6259780907668322
2015-12-14,37.66,37.66,37.66,37.66,0.3,37.66,0.0,11447.0,-1.942257217847776
2015-12-15,38.19,38.19,38.19,38.19,0.53,38.19,188.0,11447.0,0.8029978586723718
2015-12-16,37.3,37.3,37.3,37.3,0.89,37.3,200.0,11259.0,1.4073287307488025
2015-12-17,37.07,37.07,37.07,37.07,0.23,37.07,0.0,11059.0,-2.330452998167065
2015-12-18,36.98,36.98,36.98,36.98,0.09,36.98,0.0,11059.0,-0.6166219839142006
2015-12-21,36.9,36.9,36.9,36.9,0.08,36.9,19.0,11059.0,-0.24278392230915324
2015-12-22,37.01,37.01,37.01,37.01,0.11,37.01,0.0,11040.0,-0.21633315305570333
2015-12-23,37.38,37.38,37.38,37.38,0.37,37.38,100.0,11040.0,0.29810298102981303
2015-12-24,37.51,37.51,37.51,37.51,0.13,37.51,0.0,10940.0,0.999729802756022
2015-12-28,37.28,37.28,37.28,37.28,0.23,37.28,372.0,10940.0,0.3477795612626844
2015-12-29,37.42,37.42,37.42,37.42,0.14,37.42,0.0,10568.0,-0.6131698213809544
2015-12-30,37.31,37.31,37.31,37.31,0.11,37.31,0.0,10568.0,0.375536480686689
2015-12-31,37.46,37.46,37.46,37.46,0.48,37.46,356.0,7109.0,-0.2939604489577752
